Frase,Sentimiento,Etiqueta
la verdad la aplicación fue bárbaro,Positivo,0
el servicio fue una maravilla,Positivo,0
mi opinión es que la aplicación fue me encantó,Positivo,0
el sistema estuvo muy recomendable,Positivo,0
en general el trámite fue ineficiente,Negativo,1
en general el sistema fue anda mal,Negativo,1
el proceso fue muy malo,Negativo,1
en general el sistema fue de primera,Positivo,0
mi opinión es que el proceso fue re piola,Positivo,0
el sistema estuvo no vale la pena,Negativo,1
mi opinión es que el proceso fue todo ok,Positivo,0
la atención fue un desastre,Negativo,1
la verdad el servicio fue muy buena onda,Positivo,0
en general la aplicación fue muy desprolijo,Negativo,1
lamentablemente la experiencia fue poco serio,Negativo,1
mi experiencia con la plataforma fue me hizo perder tiempo,Negativo,1
mi experiencia con el trámite fue funciona mal,Negativo,1
la verdad la atención fue copado,Positivo,0
la verdad el servicio fue me encantó,Positivo,0
la compra fue una masa,Positivo,0
la verdad la compra fue impecable,Positivo,0
la verdad la aplicación fue una masa,Positivo,0
la experiencia estuvo re bien,Positivo,0
en general el producto fue re bueno,Positivo,0
la aplicación estuvo muy buena onda,Positivo,0
la plataforma estuvo no cumple para nada,Negativo,1
el servicio estuvo mal atendido,Negativo,1
en general el servicio fue experiencia horrible,Negativo,1
la verdad la experiencia fue bárbaro,Positivo,0
mi opinión es que la plataforma fue anda perfecto,Positivo,0
la atención fue no recomendable,Negativo,1
mi experiencia con el sistema fue no sirve,Negativo,1
en general la aplicación fue todo ok,Positivo,0
la plataforma fue anda para atrás,Negativo,1
la aplicación estuvo una decepción,Negativo,1
el servicio estuvo no recomendable,Negativo,1
lamentablemente la plataforma fue no sirve,Negativo,1
la aplicación estuvo no cumple para nada,Negativo,1
mi experiencia con la plataforma fue desastroso,Negativo,1
en general la experiencia fue copado,Positivo,0
la atención estuvo mal atendido,Negativo,1
en general el trámite fue de lujo,Positivo,0
en general el sistema fue una decepción,Negativo,1
en general el servicio fue decepcionante,Negativo,1
el sistema fue todo ok,Positivo,0
mi experiencia con la aplicación fue horrible,Negativo,1
el proceso estuvo no cumple,Negativo,1
la verdad el producto fue joya,Positivo,0
mi experiencia con la atención fue no cumple para nada,Negativo,1
la aplicación fue me dejó caliente,Negativo,1
en general la aplicación fue re bien,Positivo,0
en general la atención fue muy conforme,Positivo,0
mi opinión es que la aplicación fue buenísimo,Positivo,0
en general el trámite fue muy desprolijo,Negativo,1
la verdad la compra fue excelente,Positivo,0
mi experiencia con el servicio fue experiencia horrible,Negativo,1
mi opinión es que el proceso fue cumple al 100,Positivo,0
la experiencia fue una vergüenza,Negativo,1
en general el proceso fue bárbaro,Positivo,0
el producto fue impecable,Positivo,0
lamentablemente el proceso fue me hizo perder tiempo,Negativo,1
la atención fue muy mal hecho,Negativo,1
mi experiencia con la experiencia fue experiencia horrible,Negativo,1
el proceso fue no cumple,Negativo,1
mi opinión es que el proceso fue muy recomendable,Positivo,0
el sistema estuvo una pérdida total,Negativo,1
la verdad la experiencia fue sin drama,Positivo,0
la verdad el proceso fue impecable,Positivo,0
mi opinión es que la aplicación fue muy bien logrado,Positivo,0
el sistema estuvo de terror,Negativo,1
en general el trámite fue una cagada,Negativo,1
el servicio estuvo todo de primera,Positivo,0
mi opinión es que la compra fue muy bien logrado,Positivo,0
el proceso estuvo re bien,Positivo,0
mi opinión es que el trámite fue cumple al 100,Positivo,0
la experiencia fue frustrante,Negativo,1
lamentablemente el proceso fue de terror,Negativo,1
lamentablemente la plataforma fue un desastre,Negativo,1
el sistema estuvo pésimo,Negativo,1
mi opinión es que el producto fue funciona perfecto,Positivo,0
mi opinión es que la aplicación fue vale totalmente la pena,Positivo,0
la compra fue flojo,Negativo,1
la experiencia estuvo de terror,Negativo,1
lamentablemente el trámite fue experiencia horrible,Negativo,1
el servicio estuvo re bien,Positivo,0
en general la plataforma fue todo de primera,Positivo,0
lamentablemente el trámite fue impresentable,Negativo,1
la verdad el producto fue genial,Positivo,0
el servicio estuvo no cumple para nada,Negativo,1
en general el producto fue experiencia horrible,Negativo,1
lamentablemente la compra fue me hizo perder tiempo,Negativo,1
el proceso fue muy bien logrado,Positivo,0
en general la plataforma fue lento,Negativo,1
en general el servicio fue excelente experiencia,Positivo,0
la aplicación estuvo muy malo,Negativo,1
el sistema estuvo re lento,Negativo,1
lamentablemente la atención fue muy flojo,Negativo,1
la verdad la atención fue rápido y eficaz,Positivo,0
el producto estuvo cumple al 100,Positivo,0
la experiencia fue bárbaro,Positivo,0
en general el servicio fue un gol,Positivo,0
el trámite fue no recomendable,Negativo,1
en general la atención fue bárbaro,Positivo,0
la compra fue de terror,Negativo,1
el sistema fue excelente,Positivo,0
en general la atención fue me dejó caliente,Negativo,1
mi opinión es que la compra fue excelente,Positivo,0
la verdad la aplicación fue muy bien logrado,Positivo,0
la aplicación fue muy buena onda,Positivo,0
en general el proceso fue funciona mal,Negativo,1
en general la aplicación fue cumple de sobra,Positivo,0
mi experiencia con el proceso fue una pérdida de tiempo,Negativo,1
la verdad la plataforma fue anda perfecto,Positivo,0
la aplicación estuvo muy conforme,Positivo,0
en general la compra fue impresentable,Negativo,1
lamentablemente la experiencia fue ineficiente,Negativo,1
la aplicación fue mal organizado,Negativo,1
mi opinión es que la aplicación fue muy recomendable,Positivo,0
mi opinión es que el sistema fue copado,Positivo,0
mi opinión es que la compra fue re bien,Positivo,0
lamentablemente la atención fue anda mal,Negativo,1
el producto estuvo impecable,Positivo,0
el servicio estuvo bárbaro,Positivo,0
el servicio fue no vale la pena,Negativo,1
la verdad el producto fue muy buena onda,Positivo,0
mi experiencia con el proceso fue de terror,Negativo,1
en general el sistema fue experiencia horrible,Negativo,1
la aplicación estuvo funciona mal,Negativo,1
la aplicación estuvo excelente,Positivo,0
en general la plataforma fue me hizo perder tiempo,Negativo,1
mi experiencia con la compra fue no recomendable,Negativo,1
lamentablemente la compra fue no recomendable,Negativo,1
la compra estuvo me hizo perder tiempo,Negativo,1
el trámite estuvo rápido y eficaz,Positivo,0
el proceso fue malísimo,Negativo,1
en general la experiencia fue no cumple,Negativo,1
la compra fue un gol,Positivo,0
la verdad el proceso fue copado,Positivo,0
la plataforma estuvo funciona de diez,Positivo,0
en general el trámite fue mal atendido,Negativo,1
lamentablemente el proceso fue no sirve,Negativo,1
la aplicación estuvo buenísimo,Positivo,0
mi experiencia con la aplicación fue una decepción,Negativo,1
la compra fue decepcionante,Negativo,1
la verdad el proceso fue excelente experiencia,Positivo,0
la verdad el producto fue muy conforme,Positivo,0
la verdad el producto fue todo ok,Positivo,0
en general el trámite fue funciona perfecto,Positivo,0
la aplicación estuvo muy desprolijo,Negativo,1
mi experiencia con la aplicación fue me dejó recaliente,Negativo,1
en general la atención fue re piola,Positivo,0
la verdad el producto fue una masa,Positivo,0
mi opinión es que la compra fue buenísimo,Positivo,0
mi opinión es que la compra fue de primera,Positivo,0
mi opinión es que el producto fue cumple de sobra,Positivo,0
la compra fue ineficiente,Negativo,1
en general el trámite fue todo ok,Positivo,0
la verdad la aplicación fue cumple al 100,Positivo,0
en general el sistema fue me dejó re conforme,Positivo,0
el producto fue una pérdida de tiempo,Negativo,1
el producto fue muy malo,Negativo,1
el trámite estuvo cumple de sobra,Positivo,0
la compra fue bárbaro,Positivo,0
la verdad la compra fue genial,Positivo,0
el trámite estuvo funciona mal,Negativo,1
lamentablemente la atención fue una porquería,Negativo,1
lamentablemente el trámite fue mal atendido,Negativo,1
la compra estuvo muy buena onda,Positivo,0
en general la compra fue una cagada,Negativo,1
mi experiencia con el servicio fue una porquería,Negativo,1
mi opinión es que la compra fue de lujo,Positivo,0
la verdad la aplicación fue muy conforme,Positivo,0
mi opinión es que el trámite fue anda perfecto,Positivo,0
el proceso fue funciona mal,Negativo,1
mi experiencia con el proceso fue una vergüenza,Negativo,1
lamentablemente la aplicación fue lento,Negativo,1
la verdad la aplicación fue impecable,Positivo,0
la plataforma estuvo copado,Positivo,0
el producto fue excelente experiencia,Positivo,0
mi experiencia con el producto fue me dejó caliente,Negativo,1
la plataforma fue no sirve,Negativo,1
en general la compra fue excelente experiencia,Positivo,0
en general el producto fue un desastre,Negativo,1
en general el producto fue muy flojo,Negativo,1
el producto fue lento,Negativo,1
mi opinión es que el proceso fue espectacular,Positivo,0
lamentablemente la plataforma fue poco serio,Negativo,1
en general el trámite fue de terror,Negativo,1
en general la aplicación fue un gol,Positivo,0
la verdad la plataforma fue mucho mejor de lo esperado,Positivo,0
lamentablemente la experiencia fue anda para atrás,Negativo,1
mi opinión es que la plataforma fue funciona perfecto,Positivo,0
la experiencia fue super conforme,Positivo,0
lamentablemente el trámite fue horrible,Negativo,1
la verdad la aplicación fue de primera,Positivo,0
el producto estuvo experiencia horrible,Negativo,1
el proceso fue frustrante,Negativo,1
mi experiencia con la compra fue una pérdida de tiempo,Negativo,1
lamentablemente la experiencia fue re lento,Negativo,1
en general la aplicación fue muy recomendable,Positivo,0
la verdad el proceso fue un gol,Positivo,0
el servicio fue muy buena onda,Positivo,0
la plataforma fue joya,Positivo,0
la verdad la experiencia fue una maravilla,Positivo,0
lamentablemente el trámite fue de terror,Negativo,1
el producto fue no cumple para nada,Negativo,1
la verdad el sistema fue muy conforme,Positivo,0
la aplicación estuvo decepcionante,Negativo,1
lamentablemente la aplicación fue no vale la pena,Negativo,1
mi opinión es que la compra fue todo ok,Positivo,0
en general el sistema fue funciona pésimo,Negativo,1
la aplicación fue lento,Negativo,1
el proceso estuvo todo ok,Positivo,0
la verdad la plataforma fue excelente,Positivo,0
la atención estuvo genial,Positivo,0
en general la atención fue vale totalmente la pena,Positivo,0
lamentablemente el sistema fue horrible,Negativo,1
el sistema fue recomendable,Positivo,0
en general la atención fue excelente experiencia,Positivo,0
en general el sistema fue pésimo,Negativo,1
en general el proceso fue una porquería,Negativo,1
en general el trámite fue no cumple,Negativo,1
la verdad la plataforma fue re bueno,Positivo,0
el producto fue me dejó caliente,Negativo,1
la compra fue sin drama,Positivo,0
el producto fue no sirve,Negativo,1
el proceso fue pésimo,Negativo,1
el sistema fue una maravilla,Positivo,0
la compra fue me dejó re conforme,Positivo,0
mi experiencia con el producto fue anda para atrás,Negativo,1
el proceso fue muy buena onda,Positivo,0
el producto estuvo re lento,Negativo,1
el servicio estuvo me dejó recaliente,Negativo,1
mi opinión es que el sistema fue bárbaro,Positivo,0
la aplicación estuvo anda perfecto,Positivo,0
la aplicación fue decepcionante,Negativo,1
en general la experiencia fue frustrante,Negativo,1
en general la experiencia fue me encantó,Positivo,0
en general la plataforma fue re malo,Negativo,1
en general la plataforma fue mal atendido,Negativo,1
lamentablemente el sistema fue una pérdida total,Negativo,1
mi opinión es que el producto fue me sorprendió para bien,Positivo,0
la verdad el proceso fue muy conforme,Positivo,0
la atención fue bárbaro,Positivo,0
lamentablemente el servicio fue me hizo perder tiempo,Negativo,1
en general la plataforma fue funciona mal,Negativo,1
mi experiencia con el servicio fue no cumple,Negativo,1
la plataforma fue anda mal,Negativo,1
mi experiencia con la atención fue una pérdida de tiempo,Negativo,1
la compra estuvo no vale la pena,Negativo,1
la aplicación estuvo excelente experiencia,Positivo,0
la verdad la atención fue me sorprendió para bien,Positivo,0
la atención estuvo funciona pésimo,Negativo,1
la verdad la experiencia fue espectacular,Positivo,0
la verdad la aplicación fue muy buena onda,Positivo,0
la atención estuvo vale totalmente la pena,Positivo,0
el producto fue horrible,Negativo,1
en general la compra fue un gol,Positivo,0
en general la plataforma fue una maravilla,Positivo,0
en general la plataforma fue re lento,Negativo,1
la compra fue muy buena onda,Positivo,0
el producto fue funciona mal,Negativo,1
lamentablemente el servicio fue lento,Negativo,1
en general la plataforma fue anda perfecto,Positivo,0
en general el trámite fue cumple al 100,Positivo,0
mi experiencia con la experiencia fue muy desprolijo,Negativo,1
mi opinión es que el servicio fue muy conforme,Positivo,0
lamentablemente el servicio fue no sirve,Negativo,1
la plataforma fue mucho mejor de lo esperado,Positivo,0
lamentablemente la plataforma fue de terror,Negativo,1
en general la experiencia fue rápido y eficaz,Positivo,0
mi opinión es que la atención fue me sorprendió para bien,Positivo,0
la atención fue una porquería,Negativo,1
la verdad el producto fue una maravilla,Positivo,0
en general la atención fue no sirve,Negativo,1
